問題ID,問題文,選択肢A,選択肢B,選択肢C,選択肢D,選択肢E,正解,解説,間違えやすいポイント
NEURO_014,脊髄の横断面において、自律神経（交感神経）の節前ニューロンの細胞体が存在する「側角」が見られる髄節レベルはどれか。,全髄節（C1〜Co1）,頸髄（C1〜C8）,胸髄と上部腰髄（T1〜L2）,腰髄と仙髄（L1〜S5）,仙髄のみ（S2〜S4）,C,交感神経系は「胸腰系」とも呼ばれ、側角はT1からL2（あるいはL3）のレベルにのみ存在する。,副交感神経は脳幹と仙髄（S2-S4、骨盤内臓神経）から出る。脊髄のレベルによる構造の違いを理解する。
NEURO_015,内耳において、回転加速度（角加速度）を感知する受容器はどれか。,蝸牛管（コルチ器）,球形嚢,卵形嚢,半規管（膨大部稜）,耳小骨,D,三半規管の根元にある膨大部稜（クプラ）が、リンパ液の動きを感知して回転を感じる。,球形嚢と卵形嚢（耳石器）は、重力と直線加速度を感知する。蝸牛は聴覚。
NEURO_016,眼球の構造において、光の屈折力を調節（ピント合わせ）するために厚みを変える組織はどれか。,角膜,虹彩,水晶体,硝子体,網膜,C,水晶体は毛様体筋の収縮・弛緩によってチン小帯の張力が変わり、厚み（屈折力）を変化させてピントを合わせる。,角膜も屈折を行う（最大の屈折力を持つ）が、厚みを変えて調節することはできない（レーシック手術等を除く生理的機能として）。
NEURO_017,網膜の視細胞のうち、暗所での視覚（明暗）に関与し、感度が高いが色は識別できない細胞はどれか。,錐体細胞,桿体細胞,双極細胞,神経節細胞,アマクリア細胞,B,桿体（Rod）細胞は光感度が高く夜間の視力を担うが、色覚はない。錐体（Cone）細胞は明るい場所で色と解像度を担う。,Rod（棒）とCone（円錐）の形態と機能（Night/Day）を区別する。
NEURO_018,聴覚の伝導路において、鼓膜の振動を内耳（卵円窓）に伝える耳小骨の正しい配列順序はどれか。,キヌタ骨 → ツチ骨 → アブミ骨,ツチ骨 → キヌタ骨 → アブミ骨,アブミ骨 → キヌタ骨 → ツチ骨,ツチ骨 → アブミ骨 → キヌタ骨,キヌタ骨 → アブミ骨 → ツチ骨,B,鼓膜側から ツチ骨(Malleus) → キヌタ骨(Incus) → アブミ骨(Stapes) の順。アブミ骨が卵円窓（前庭窓）にはまり込んでいる。,「ツ・キ・ア（付き合い）」などの語呂で覚える。
NEURO_019,顔面神経麻痺（ベル麻痺）で生じる症状として誤っているのはどれか。,額のしわ寄せができない。,閉眼が不完全になる（兎眼）。,患側の舌前2/3の味覚障害。,患側の顔面の感覚消失（触っても感じない）。,聴覚過敏。,D,顔面の「感覚（知覚）」は三叉神経の支配領域である。顔面神経は「表情筋の運動」であるため、麻痺しても感覚は保たれる。,顔面神経麻痺ではアブミ骨筋麻痺による聴覚過敏や、涙液分泌低下なども起こる。
NEURO_020,頭蓋底の孔とそこを通る脳神経の組み合わせで誤っているのはどれか。,視神経管 —— 視神経(II),上眼窩裂 —— 動眼神経(III)、滑車神経(IV)、外転神経(VI),正円孔 —— 上顎神経(V2),卵円孔 —— 下顎神経(V3),内耳孔 —— 舌咽神経(IX),E,内耳孔を通るのは顔面神経(VII)と内耳神経(VIII)。舌咽神経(IX)は迷走神経(X)、副神経(XI)と共に「頸静脈孔」を通る。,複雑だが試験頻出。「5番（三叉）の枝は上から上眼窩裂、正円、卵円」という法則性は重要。
NEURO_021,脳幹の腹側（前方）に見られる構造で、錐体路（皮質脊髄路）が通る部位はどれか。,上丘・下丘,大脳脚・橋底部・延髄錐体,第四脳室底,小脳脚,網様体,B,錐体路は脳幹の最も腹側（前側）を通る。中脳では大脳脚、橋では橋縦束（橋底部）、延髄では錐体と呼ばれる。,背側（被蓋や室底）には感覚路や脳神経核が存在する。運動系は「前」を通る原則。
NEURO_022,皮膚の感覚受容器において、振動や圧変化を感知する、層状の被膜を持つ大型の受容器はどれか。,メルケル盤,マイスナー小体,パチニ小体,ルフィニ終末,自由神経終末,C,パチニ小体はタマネギのような層状構造を持ち、深部感覚（振動・圧）を感知する。,マイスナーは触覚（指紋部）、ルフィニは皮膚の伸び、自由神経終末は痛覚・温度覚。
NEURO_023,筋の長さを感知する受容器であり、伸張反射（腱反射）の求心路となるのはどれか。,ゴルジ腱器官,筋紡錘,パチニ小体,自由神経終末,運動終板,B,筋紡錘は筋線維と並列に配置され、筋の「長さ（伸び）」を感知する。これが脊髄に伝わり、α運動ニューロンを興奮させて筋を収縮させる（伸張反射）。,ゴルジ腱器官は筋と直列（腱部分）にあり、筋の「張力」を感知して、筋を弛緩させる（Ib抑制）働きをする。役割が逆。
NEURO_024,眼房水の循環について正しい記述はどれか。,水晶体で産生され、硝子体へ吸収される。,毛様体で産生され、後眼房から瞳孔を通って前眼房へ流れ、シュレム管から吸収される。,網膜で産生され、視神経乳頭から吸収される。,角膜で産生され、涙管へ排出される。,虹彩で産生され、水晶体を栄養する。,B,眼房水は毛様体上皮で産生される。緑内障はこの排出路（隅角・シュレム管）が詰まり眼圧が上がる病態。,「後眼房（虹彩の裏）で作られ、前眼房（虹彩の表）へ出ていく」という流れが重要。
NEURO_025,嗅覚の伝導路の特徴として正しいのはどれか。,視床を経由せずに大脳皮質（嗅覚野）へ投射する。,延髄で交叉する。,受容体は物理的刺激（振動）に反応する。,嗅神経は中脳から出る。,嗅球は小脳の一部である。,A,嗅覚は視床を介さずに直接大脳辺縁系（梨状葉など）や眼窩前頭皮質へ入力する唯一の感覚系である（情動や記憶と直結）。,他の感覚（視覚・聴覚・体性感覚・味覚）はすべて視床で中継される。
NEURO_026,自律神経系（交感・副交感）の拮抗作用について、交感神経の興奮で起こる反応はどれか。,瞳孔の縮小,気管支の収縮,心拍数の減少,消化管運動の抑制,膀胱排尿筋の収縮,D,交感神経（闘争・逃走反応）は、運動に適した状態を作る。消化や排泄などのリラックス時に必要な機能は抑制される。,瞳孔は散大（よく見る）、気管支は拡張（空気を入れる）、心拍は増加、膀胱は弛緩（蓄尿）する。
NEURO_027,パーキンソン病で変性・脱落し、ドーパミン不足の原因となる神経細胞が存在する部位はどれか。,線条体（被殻）,淡蒼球,中脳黒質（緻密部）,視床下核,小脳歯状核,C,中脳の黒質（緻密部）にあるドーパミン作動性ニューロンが変性し、線条体への投射が減ることで、無動・固縮などの症状が出る。,線条体は「ドーパミンを受け取る側」であり、病変の主座（細胞死の場所）は黒質である。
NEURO_028,網膜上の部位で、視細胞が存在せず、光を感じない「盲点（マリオット盲点）」に相当する構造はどれか。,中心窩,黄斑,視神経乳頭,鋸状縁,毛様体扁平部,C,視神経乳頭は、網膜の神経節細胞の軸索が集まって眼球外へ出る（視神経になる）出口であり、血管も出入りする。ここには視細胞がないため盲点となる。,中心窩は逆に視細胞（錐体）が最も密集し、視力が最も良い場所。混同しやすい。
P_Set2_001,固定軸から距離 $2r$ の位置に質量 $m$ の質点がある。この質点が固定軸の周りを角速度 $\omega$ で円運動しているとき、運動エネルギーはいくらか。,mr^2\omega^2,2mr^2\omega^2,4mr^2\omega^2,mr^2\omega,2mr^2\omega,B,回転運動エネルギー $K = \frac{1}{2}I\omega^2$ である。慣性モーメント $I = m(2r)^2 = 4mr^2$ なので、$K = \frac{1}{2}(4mr^2)\omega^2 = 2mr^2\omega^2$ となる。,距離が $r$ ではなく $2r$ であるため、2乗して4倍になる点を見落としやすい。単純に公式 $1/2 mv^2$ に $v=r\omega$ を代入する際も半径に注意。
P_Set2_002,マクスウェル方程式の一つである $\nabla \cdot \boldsymbol{B} = 0$ （磁気に関するガウスの法則）が物理的に意味する内容はどれか。,磁力線は湧き出しも吸い込みもない閉曲線である（磁気単極子は存在しない）。,電荷から電場線が湧き出す。,磁場は電流によって生成される。,時変動する磁場は電場を生成する。,時変動する電場は磁場を生成する。,A,$\nabla \cdot \boldsymbol{B} = 0$ は、磁束密度の発散がゼロであることを示す。これは磁力線が始点も終点も持たない（閉ループである）ことを意味し、N極やS極単独の磁気モノポールが存在しないことを示唆する。,数式と物理的意味の対応（特に電場に関するガウスの法則 $\nabla \cdot \boldsymbol{D} = \rho$ との混同）に注意。
